Country,Property Type,Size Factor,Price Factor,Bathroom Factor,Building Age Factor,Density vs. Modernity Factor
Montenegro,apartment,0.4351695515780487,0.8370047178399517,0.1011677116405413,0.614986669019411,-0.8880409506037797
Montenegro,apartment,-0.952646897743268,1.348140767069926,-0.926976903061456,-0.4671667311455731,-0.1599289429255325
Montenegro,apartment,0.0549233917408017,1.117895971970833,-0.2832995801744578,0.1685121747118172,-0.6832805946233974
Montenegro,apartment,-0.6268352112956141,1.4638282743216462,-0.7246422094106926,-0.3515138907609026,-0.550050489426077
Montenegro,apartment,-0.9948922355311128,0.2741470943847419,-1.6459708434460831,-0.6777672320975354,1.1850817435288026
Uzbekistan,apartment,-1.40327994919917,-0.3882785859328317,0.1306346657500574,0.8747940171356818,-0.2950797351495243
Uzbekistan,apartment,-0.9832347995048945,-0.3575346722761833,0.336936946389789,1.0264605186351727,-0.6401014426480807
Turkey,apartment,-1.6427203511167143,0.8342085687196723,-1.2783907111312995,-0.4461549011287465,0.325721065725056
Turkey,apartment,0.1318816877601567,0.953659358368414,1.968142477785556,-0.4621929149158451,2.016916190964878
Turkey,apartment,-0.7318314586074598,0.7969696909171273,0.0387856879732508,0.616329398144052,-0.9123428631385404
Turkey,apartment,-0.2569386381975295,0.7518786799737575,-0.0628838176439643,0.6088577862751676,-0.7499933401303582
Turkey,apartment,-0.5578783024241739,1.343805895351462,1.9790189451755305,-0.0273225287254333,1.9406474391959063
Turkey,apartment,-0.7050933187341778,1.29562136470414,-0.4425410243993684,-0.1463126305639837,-0.7584875541071365
Turkey,apartment,0.4862199424636043,0.4093704213498725,0.0034738361052046,0.7868347464333725,-0.6991440624097964
Turkey,apartment,-0.6995977151765052,1.3649177460975113,-0.68454515695372,-9.511482767695368e-05,-0.4544310150566308
Turkey,apartment,-0.2239977244272447,0.2147481758673193,-0.8795281279214517,0.0321519264230852,0.349760026290626
Montenegro,apartment,0.1300197448249681,1.2930710915492185,2.157428162773548,-0.102145401531169,1.3370638842774716
Montenegro,apartment,-0.4091657448752197,0.5634109437773575,-0.0367243998227149,0.4664692044945355,-0.741028829468597
Montenegro,apartment,-0.6799631334184294,1.8800394303017105,1.8472719584461468,-0.5361079891055736,1.4439753112236318
Montenegro,apartment,-0.7675013185782547,1.2371251188650387,-0.9756252632892308,-0.4573514531354801,-0.0379942472150321
Montenegro,apartment,0.1448257231312851,1.2087707812500632,-0.2918871284088547,0.1544739828081743,-0.7160059384677401
Uzbekistan,apartment,-2.130373380851144,0.1451963623423779,0.3904390711024034,0.8727400215962815,-0.8762767410154277
Uzbekistan,apartment,-1.8830526087936263,0.1056969645634067,0.7500247032615897,1.145468515397184,-1.34694047382814
Turkey,apartment,-0.8929521340993816,0.8784545483181867,-0.5871594205501544,0.119002459614247,-0.1915218713975407
Turkey,apartment,-0.8623528650917186,1.047480004413639,-0.6774312446257635,0.0092182398933487,-0.1888877347155922
Turkey,apartment,-0.6244798134085018,1.0817296834143328,-0.471410212104234,0.1329361863712685,-0.5462555253232051
Turkey,apartment,-0.3096335067380628,0.8914899596529858,-0.102465532241906,0.4736300065939984,-0.9085151815847434
Turkey,apartment,-0.0650812034424298,1.1570882491691448,-0.1374642396178543,0.4214516504515325,-0.9956995332709768
